Feature Name,Honorees,City,County,State,Side,Symbol Type,Symbol Category,Sponsors,Year Dedicated,Year Removed,Tracking Status,,
Richard Kirkland Memorial Fountain,Richard Kirkland,Camden,Kershaw,SC,South,Monument,Monument,National Humane Alliance,1911,,Live,,
Beauregard Street,Pierre Gustave Toutant-Beauregard,Charleston,Charleston,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Bonham Drive,Milledge Luke Bonham,Charleston,Charleston,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Robert E. Lee High School,Robert E. Lee,Baton Rouge,East Baton Rouge,LA,South,School,Schools,Uknown,1958,,Live,,
Sons of Confederate Veterans Commemorative License Plate,No specific honoree,Baton Rouge,East Baton Rouge,LA,South,Commemorative License Plate,Flags,Sons of Confederate Veterans,,,Live,,
Taylor Home Monument,Zachary Taylor,Baton Rouge,East Baton Rouge,LA,South,Monument,Government Office Grounds,Uknown,,,Live,,
Jeff Davis Road,Jefferson Davis,Bell City,Calcasieu,LA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Judah P. Benjamin Monument,Judah P. Benjamin,Belle Chasse,Plaquemines,LA,South,Monument,Monument,Uknown,1968,,Live,,
Confederate Soldier Monument,No specific honoree,Benton,Bossier,LA,South,Monument,Courthouse Grounds,United Daughters of the Confederacy; United Confederate Veterans,1910,,Live,,
Jefferson Davis Drive,Jefferson Davis,Bogalusa,Washington,LA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Beauregard Place,Pierre Gustave Toutant-Beauregard,Bossier City,Bossier,LA,South,Highway / Roadway,Roads,Uknown,,,Live,,
General Bragg Drive,Braxton Bragg,Bossier City,Bossier,LA,South,Highway / Roadway,Roads,Uknown,,,Live,,
General Ewell Drive,Richard Stoddert Ewell,Bossier City,Bossier,LA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Johnston Drive,Joseph Eggleston Johnston,Wilmington,New Hanover,NC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Kirby Smith Drive,Edmund Kirby Smith,Wilmington,New Hanover,NC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Pemberton Drive,John C. Pemberton,Wilmington,New Hanover,NC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Pettigrew Drive,James Johnston Pettigrew,Wilmington,New Hanover,NC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Pickett Drive,George Pickett,Wilmington,New Hanover,NC,South,Highway / Roadway,Roads,Uknown,,,Live,,
R.L. Honeycutt Drive,R.L. Honeycutt,Wilmington,New Hanover,NC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Robert E. Lee Drive,Robert E. Lee,Wilmington,New Hanover,NC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Robert Hoke Road,Robert Hoke,Wilmington,New Hanover,NC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Robert S Garnett Drive,Robert Seldon Garnett,Wilmington,New Hanover,NC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Rose O'Neal Greenhow Monument,Rose O'Neal Greenhow,Wilmington,New Hanover,NC,South,Monument,Monument,Uknown,,,Live,,
City of Graceville,H. B. Grace,Graceville,Holmes,FL,South,City,County/Municipality,Uknown,,,Live,,
General Lee Road,Robert E. Lee,Hilliard,Nassau,FL,South,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Point Road,No specific honoree,Jacksonville,Duval,FL,South,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Street,No specific honoree,Jacksonville,Duval,FL,South,Highway / Roadway,Roads,Uknown,,,Live,,
Florida Confederate Soldiers Memorial,No specific honoree,Jacksonville,Duval,FL,South,Monument,Monument,Charles C. Hemming,1898,,Live,,
General Lee Road,Robert E. Lee,Jacksonville,Duval,FL,South,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Soldiers Memorial Drinking Fountain,No specific honoree,Lincolntown,Lincoln,NC,South,Monument,Courthouse Grounds,Children of the Confederacy,1911,,Live,,
Confederate Soldiers Monument,No specific honoree,Louisburg,Franklin,NC,South,Monument,Monument,United Daughters of the Confederacy,1914,,Live,,
First Confederate Flag Marker and Monument,No specific honoree,Louisburg,Franklin,NC,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1923,,Live,,
Confederate Soldiers Monument,No specific honoree,Lumberton,Robeson,NC,South,Monument,Courthouse Grounds,Uknown,1907,,Live,,
Beauregard Lane,Pierre Gustave Toutant-Beauregard,Mebane,Alamance, Orange,NC,South,Highway / Roadway,Roads,Uknown,,,Live,
Hill Lane,A.P. Hill,Mebane,Alamance, Orange,NC,South,Highway / Roadway,Roads,Uknown,,,Live,
Pickett Lane,George Pickett,Mebane,Alamance, Orange,NC,South,Highway / Roadway,Roads,Uknown,,,Live,
Stonewall Drive,Thomas Jonathan Stonewall Jackson,Mebane,Alamance, Orange,NC,South,Highway / Roadway,Roads,Uknown,,,Live,
Stuart Lane,James Ewell Brown Jeb Stuart,Mebane,Alamance, Orange,NC,South,Highway / Roadway,Roads,Uknown,,,Live,
Confederate Soldiers Monument,No specific honoree,Middletown,Hyde,NC,South,Monument,Monument,Sons of Confederate Veterans,2001,,Live,,
Robert E. Lee Street,Robert E. Lee,Mobile,Mobile,AL,South,Highway / Roadway,Roads,Uknown,,,Live,,
Van Dorn Street,Earl Van Dorn,Mobile,Mobile,AL,South,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Circle,No specific honoree,Monroeville,Monroe,AL,South,Highway / Roadway,Roads,Uknown,,,Live,,
Robert Lee Street,Robert E. Lee,Monroeville,Monroe,AL,South,Highway / Roadway,Roads,Uknown,,,Live,,
Stonewall Lane,Thomas Jonathan Stonewall Jackson,Monroeville,Monroe,AL,South,Highway / Roadway,Roads,Uknown,,,Live,,
Alabama Coat of Arms,No specific honoree,Montgomery,Montgomery,AL,South,Flag,Flags,Uknown,1923,,Live,,
Beauregard Street,Pierre Gustave Toutant-Beauregard,Montgomery,Montgomery,AL,South,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Memorial Day,No specific honoree,Montgomery,Montgomery,AL,South,Holiday,Holiday,State of Alabama,,,Live,,
Confederate Monument,No specific honoree,Montgomery,Montgomery,AL,South,Monument,Government Office Grounds,State of Alabama; Ladies Memorial Association,1898,,Live,,
Lee Davis Road,Robert E. Lee; Jefferson Davis,Mechanicsville,Hanover,Virginia,South,Roads,Roads,Uknown,,,Live,,
Lee-Jackson Elementary School,Thomas Jonathan Stonewall Jackson; Jefferson Davis,Mathews,Mathews,Virginia,South,School,Schools,Uknown,,,Live,,
Jefferson Davis State Historic Site,Jefferson Davis,Fairview,Christian, Todd,KY,Border,Park,Parks/Trails,Uknown,1957,,Live,
Confederate Memorial Day and Jefferson Davis Day,Jefferson Davis,Frankfort,Franklin,KY,Border,Holiday,Holiday,Uknown,,,Live,,
Robert E Lee Day,Robert E. Lee,Frankfort,Franklin,KY,Border,Holiday,Holiday,Uknown,,,Live,,
Confederate Monument,No specific honoree,Fulton,Fulton,KY,Border,Monument,Monument,United Daughters of the Confederacy,1902,,Live,,
Confederate Monument,No specific honoree,Georgetown,Scott,KY,Border,Monument,Monument,Ladies of Scott County,1888,,Live,,
Confederate Memorial Fountain,No specific honoree,Hopkinsville,Christian,KY,Border,Monument,Monument,United Daughters of the Confederacy,1911,,Live,,
Jefferson Davis Highway Marker,Jefferson Davis,Hopkinsville,Christian,KY,Border,Monument,Monument,United Daughters of the Confederacy,1935,,Live,,
Confederate Martyrs Monument,No specific honoree,Jeffersontown,Jefferson,KY,Border,Monument,Monument,United Daughters of the Confederacy,1904,,Live,,
General Polk Drive,Leonidas Polk,Bossier City,Bossier,LA,South,Highway / Roadway,Roads,Uknown,,,Live,,
General Sterling Price Place,Sterling Price,Bossier City,Bossier,LA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Jeb Stuart Place,James Ewell Brown Jeb Stuart,Bossier City,Bossier,LA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Kirby Smith Drive,Edmund Kirby Smith,Bossier City,Bossier,LA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Robert E. Lee Boulevard,Robert E. Lee,Bossier City,Bossier,LA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Robert E. Lee Street,Robert E. Lee,Bossier City,Bossier,LA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Beauregard Street,Pierre Gustave Toutant-Beauregard,Chalmette,St. Bernard,LA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Monument,No specific honoree,Clinton,East Feliciana,LA,South,Monument,Monument,United Daughters of the Confederacy,1909,,Live,,
Beauregard Alternative School,Pierre Gustave Toutant-Beauregard,DeRidder,Beauregard,LA,South,School,Schools,Uknown,,,Live,,
Beauregard Parish,Pierre Gustave Toutant-Beauregard,DeRidder,Beauregard,LA,South,County/Municipality,County/Municipality,Uknown,1913,,Live,,
Jubal Early Court,Jubal Anderson Early,Potomac,Montgomery,MD,Border,Highway / Roadway,Roads,Uknown,,,Live,,
South Robert E. Lee Street,Robert E. Lee,Battlefield,Greene,MO,Border,Highway / Roadway,Roads,Uknown,,,Live,,
Missouri State Guard,No specific honoree,Brookline,Greene,MO,Border,Monument,Monument,Sons of Confederate Veterans,2001,,Live,,
Confederate Monument,No specific honoree,Cape Girardeau,Cape Girardeau,MO,Border,Monument,Courthouse Grounds,United Daughters of the Confederacy,1931,,Live,,
Confederate Soldiers Monument,No specific honoree,Dardenne Prairie,St. Charles,MO,Border,Monument,Monument,Uknown,,,Live,,
Stonewall Street,Thomas Jonathan Stonewall Jackson,Charlotte,Mecklenburg,NC,South,Highway / Roadway,Roads,Uknown,1869,,Live,,
Hardee Street,William Joseph Hardee,Atlanta,DeKalb,GA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Jackson Street,Thomas Jonathan Stonewall Jackson,Atlanta,Fulton,GA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Jefferson Davis Highway Marker,Jefferson Davis,Atlanta,DeKalb,GA,South,Monument,Monument,United Daughters of the Confederacy,,,Live,,
John B. Gordon Statue,John Brown Gordon,Atlanta,Fulton,GA,South,Monument,Government Office Grounds,John B. Brown Monument Association,1907,,Live,,
Joseph E. Brown Middle School,Joseph E. Brown,Atlanta,Fulton,GA,South,School,Schools,Uknown,1924,,Live,,
Peace Monument,No specific honoree,Atlanta,Fulton,GA,South,Monument,Monument,Old Guard of the Gate City Guard,1911,,Live,,
Sons of Confederate Veterans Commemorative License Plate,No specific honoree,Atlanta,Fulton,GA,South,Commemorative License Plate,Flags,Sons of Confederate Veterans,,,Live,,
Augusta Confederate Monument,No specific honoree,Augusta,Richmond,GA,South,Monument,Monument,Ladies Memorial Association of Augusta,1878,,Live,,
Confederate Soldiers Monument,No specific honoree,Clinton,Sampson,NC,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1916,,Live,,
General Lee Lane,Robert E. Lee,Clinton,Sampson,NC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Hill Street,A.P. Hill,Charlotte,Mecklenburg,NC,South,Highway / Roadway,Roads,Uknown,1869,,Live,,
Jackson Street,Thomas Jonathan Stonewall Jackson,Charlotte,Mecklenburg,NC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Jefferson Davis Plaque,Jefferson Davis,Charlotte,Mecklenburg,NC,South,Monument,Monument,Uknown,,,Live,,
Jefferson Davis Street,Jefferson Davis,Charlotte,Mecklenburg,NC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Last Meetings of the Confederate Cabinet Marker,No specific honoree,Charlotte,Mecklenburg,NC,South,Monument,Monument,United Daughters of the Confederacy,1915,,Live,,
Forrest County Agricultural High School,Nathan Bedford Forrest,Brooklyn,Forrest,MS,South,School,Schools,Uknown,1911,,Live,,
South Forrest Attendance Center,Nathan Bedford Forrest,Brooklyn,Forrest,MS,South,School,Schools,Uknown,,,Live,,
Our Heroes Monument,No specific honoree,Brooksville,Noxubee,MS,South,Monument,Monument,Uknown,1911,,Live,,
Confederate Flag,No specific honoree,Carrollton,Carroll,MS,South,Flag,Courthouse Grounds,Uknown,,,Live,,
Confederate Monument,No specific honoree,Charleston,Tallahatchie,MS,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1913,,Live,,
Confederate Monument,No specific honoree,Cleveland,Bolivar,MS,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1908,,Live,,
Lowndes County Confederate Monument,No specific honoree,Columbus,Lowndes,MS,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1912,,Live,,
Colonel Rogers Statue,William P. Rogers,Corinth,Alcorn,MS,South,Monument,Courthouse Grounds,United Confederate Veterans,1896,,Live,,
Confederate Street,No specific honoree,Corinth,Alcorn,MS,South,Highway / Roadway,Roads,Uknown,,,Live,,
Corinth Confederate Memorial,No specific honoree,Corinth,Alcorn,MS,South,Monument,Monument,Uknown,1992,,Live,,
Hood Point,John Bell Hood,Picayune,Pearl River,MS,South,Highway / Roadway,Roads,Uknown,,,Live,,
Jefferson Davis Parkway,Jefferson Davis,Picayune,Pearl River,MS,South,Highway / Roadway,Roads,Uknown,,,Live,,
Longstreet Drive,James Longstreet,Picayune,Pearl River,MS,South,Highway / Roadway,Roads,Uknown,,,Live,,
Pemberton Place,John C. Pemberton,Picayune,Pearl River,MS,South,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Park,No specific honoree,Pontotoc,Pontotoc,MS,South,Park,Parks/Trails,Uknown,1916,,Live,,
Robert E Lee Drive,Robert E. Lee,Fairfield,Butler, Hamilton,OH,North,Highway / Roadway,Roads,Uknown,,,Live,
Stonewall Lane,Thomas Jonathan Stonewall Jackson,Fairfield,Butler, Hamilton,OH,North,Highway / Roadway,Roads,Uknown,,,Live,
Beauregard Court,Pierre Gustave Toutant-Beauregard,Milford,Clermont,OH,North,Highway / Roadway,Roads,Uknown,,,Live,,
Jeb Stuart Drive,James Ewell Brown Jeb Stuart,Milford,Clermont,OH,North,Highway / Roadway,Roads,Uknown,,,Live,,
Stonewall Jackson Drive,Thomas Jonathan Stonewall Jackson,Milford,Clermont,OH,North,Highway / Roadway,Roads,Uknown,,,Live,,
Jackson County,Thomas Jonathan Stonewall Jackson,Altus,Jackson,OK,Not Applicable,County/Municipality,County/Municipality,Uknown,1907,,Live,,
Confederate Monument,No specific honoree,Ardmore,Carter,OK,Not Applicable,Monument,Monument,Uknown,1910,,Live,,
Confederate Monument,No specific honoree,Durant,Bryan,OK,Not Applicable,Monument,Courthouse Grounds,United Daughters of the Confederacy,1917,,Live,,
Robert E. Lee Elementary School,Robert E. Lee,Durant,Bryan,OK,Not Applicable,School,Schools,Uknown,1937,,Live,,
Pontotoc Confederate Monument,No specific honoree,Pontotoc,Pontotoc,MS,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1919,,Live,,
Jefferson Davis Hall at Pearl River Community College,Jefferson Davis,Poplarville,Pearl River,MS,South,Building,Buildings,Uknown,,,Live,,
Claiborne County's Tribute to Her Sons Who Served in the War of 1861-65,No specific honoree,Port Gibson,Claiborne,MS,South,Monument,Monument,United Daughters of the Confederacy,1906,,Live,,
Jeff Davis Road,Jefferson Davis,Prairie,Monroe,MS,South,Highway / Roadway,Roads,Uknown,,,Live,,
Jefferson Davis County,Jefferson Davis,Prentiss,Jefferson Davis,MS,South,County/Municipality,County/Municipality,Uknown,1906,,Live,,
Pendleton Street,William Nelson Pendleton,Rock Hill,York,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Pickens Street,Francis Wilkinson Pickens,Rock Hill,York,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Salem Confederate Monument,No specific honoree,Salem,Oconee,SC,South,Monument,Monument,Oconee Southern Heritage Group,2004,,Live,,
Bonham Avenue,Milledge Luke Bonham,Saluda,Saluda,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Bonham Road,Milledge Luke Bonham,Saluda,Saluda,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Soldier,No specific honoree,Spartanburg,Spartanburg,SC,South,Monument,Monument,United Daughters of the Confederacy; Spartanburg Herald,1910,,Live,,
Confederate Monument,No specific honoree,St. Matthews,Calhoun,SC,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1914,,Live,,
Stonewall Lane,Thomas Jonathan Stonewall Jackson,St. Matthews,Calhoun,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Beauregard Court,Pierre Gustave Toutant-Beauregard,Summerville,Dorchester,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Stonewall Drive,Thomas Jonathan Stonewall Jackson,Summerville,Dorchester,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Ewell Road,Richard Stoddert Ewell,Zephyrhills,Pasco,FL,South,Highway / Roadway,Roads,Uknown,,,Live,,
Jeff Davis Drive,Jefferson Davis,Zephyrhills,Pasco,FL,South,Highway / Roadway,Roads,Uknown,,,Live,,
R E Lee Way,Robert E. Lee,Zephyrhills,Pasco,FL,South,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Monument,No specific honoree,Abbeville,Wilcox,GA,South,Monument,Government Office Grounds,United Daughters of the Confederacy,1909,,Live,,
Cook County,Philip Cook,Adel,Cook,GA,South,County/Municipality,County/Municipality,Uknown,1918,,Live,,
Wheeler County,Joseph Wheeler,Alamo,Wheeler,GA,South,County/Municipality,County/Municipality,Uknown,1912,,Live,,
Confederate Monument,No specific honoree,Americus,Sumter,GA,South,Monument,Monument,United Daughters of the Confederacy,1901,,Live,,
Lee Street,Robert E. Lee,Americus,Sumter,GA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Captain Henry Wirz Monument,Henry Wirz,Andersonville,Sumter,GA,South,Monument,Monument,United Daughters of the Confederacy,1909,,Live,,
Robert E. Lee Road,Robert E. Lee,Hattiesburg,Forrest,MS,South,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Monument,No specific honoree,Hazlehurst,Copiah,MS,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1917,,Live,,
Robert E. Lee High School,Robert E. Lee,Tyler,Smith,TX,South,School,Schools,Uknown,1958,,Live,,
Jefferson Davis Highway Marker,Jefferson Davis,Uvalde,Uvalde,TX,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,,,Live,,
Oldham County,William Simpson Oldham, Sr.,Vega,Oldham,TX,South,County/Municipality,County/Municipality,Uknown,1881,,Live,
Jeff Davis Avenue,Jefferson Davis,Lyons,Toombs,GA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Toombs County,Robert Toombs,Lyons,Toombs,GA,South,County/Municipality,County/Municipality,Uknown,1905,,Live,,
Bibb County Confederate Monument,No specific honoree,Macon,Bibb,GA,South,Monument,Monument,Ladies Memorial Association of Macon,1879,,Live,,
General Lee Road,Robert E. Lee,Macon,Bibb,GA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Jeff Davis Street,Jefferson Davis,Macon,Bibb,GA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Morgan County Confederate Monument,No specific honoree,Madison,Morgan,GA,South,Monument,Monument,United Daughters of the Confederacy,1908,,Live,,
Joseph Wheeler High School,Joseph Wheeler,Marietta,Cobb,GA,South,School,Schools,Uknown,1965,,Live,,
Confederate Statue,No specific honoree,Heidelberg,Jasper,MS,South,Monument,Monument,United Daughters of the Confederacy,1911,,Live,,
Jeff Davis Road,Jefferson Davis,Hollandale,Washington,MS,South,Highway / Roadway,Roads,Uknown,,,Live,,
Jefferson Davis Drive,Jefferson Davis,Indianola,Sunflower,MS,South,Highway / Roadway,Roads,Uknown,,,Live,,
Stonewall Drive,Thomas Jonathan Stonewall Jackson,Indianola,Sunflower,MS,South,Highway / Roadway,Roads,Uknown,,,Live,,
Tishomingo County Confederate Monument,No specific honoree,Iuka,Tishomingo,MS,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1902,,Live,,
Confederate Memorial Day,No specific honoree,Jackson,Hinds,MS,South,Holiday,Holiday,Uknown,,,Live,,
Confederate Monument,No specific honoree,Jackson,Hinds,MS,South,Monument,Monument,United Daughters of the Confederacy; state of Mississippi,1891,,Live,,
Confederate Mothers Monument,No specific honoree,Texarkana,Bowie,TX,South,Monument,Monument,United Daughters of the Confederacy; Captain James T. Rosborough,1918,,Live,,
